fullId,category,wnsynset,wnlemmas,name,tags
420dda142774ba83d5d1f4bccfd79ef5,,n3541941,horn,glieth put her lips to the golden horn,glieth put her lips to the golden horn toot g c
420e166451392664f45db6a75d78cb47,"ChestOfDrawers,Dresser,_AttributesTrain",n3018908,"chest of drawers,chest,bureau,dresser",dresser,"clothes,furniture,pants,shirt,socks,wood"
42166e5ee7cfe5bc2b151d8b52c53b90,PottedPlant,n17402,"plant,flora,plant life",vase,vase
421746966acf9b175ecd29875b6f0d44,Chair,n2741540,armchair,luanda armchair,"armchair,bamboo,tropical style furniture"
421eca272e20457f174cc62fa41808fc,Sink,n4230655,sink,utility kitchen sink,"anchor appliance,cleaning,drain,faucet,kitchen,rectangular sink,sink,square sink,utility sink,washing"
4224c4923f50229e8cb30b9253efc371,PottedPlant,n17402,"plant,flora,plant life",impatiens window planter,"flower,impatiens,landscape architecture,ornamentals,plant materials,planter,pot"
42291af681d91a6493ceff0200cb9e84,Gun,,,goliath i,"axle,beam rifle,blood legion,blow up,cannons,chaos,connon,death,destroy,destroyer,drive,explosions,fast,fighter,fire,fly,future,futuristic,gun,helicopter,jet,kill,killer,laser,laser cannon,legio mortis,manta ray iv,move,movement,photon rifle,pilot,plane,plasma,powerful,rifle,shoot,shooter,slow,sniper rifle,soldiers,war,weapon,weapons"
423b4c9274ca3617e049bdf773e39b01,,,,tragos variados,"bebida,beer,belgium,drink,england,mexico,netherland,peru,tequila,trago,whysky"
423d14787208578580ff80bf789cd,PianoKeyboard,n3935052,"piano keyboard,fingerboard,clavier",roland digital piano,"digital piano,jjh,keyboard,musical instruments,roland"
424a14c84cd36bc322ed2ef5fc90e25,"Lamp,CeilingLamp",n3672706,lighting fixture,vintage hallway lighting fixture,"antique,double e,fixture,light,old,vintage"
424d8380d42b2cdac0169cd3bf2650a0,Chair,n3006315,"chaise longue,chaise,daybed",chaise,*
4251eebf69022ff35ecd29875b6f0d44,"Chair,_AttributesTrain",n2741540,armchair,another wicker armchair,"tropical style furniture,wicker armchair"
42520c027f0ab1f07458926519a3b9a5,,n4613932,"wrench,spanner",high poly wrench and bolt,"bolt,cool,high poly,highpoly,wrench"
4253695095470de9b4666fbdae371226,"Chair,Chaise",n3006315,"chaise longue,chaise,daybed",chaise,*
425873bc5bf84ccc6b69488dbe52a92,,n10623899,skater,easy to edit skater,"arms,divided,easy,edit,feet,head,jimmy the cricket,paint,pants,sections,shirt,skater,to"
4269ad42edda8c9a72ea863f144f3bb9,,n3402783,Frisbee,the golden knife frisbee,"blade,combat,exterior,frisbee,knife,sharp,weapon"
426dad839f0b0ce8cad9e942409f4e39,Ship,n4201332,ship,boot,"boot,schiff,ship"
426db2f3fe938957cee20fe660dc58ca,"Lamp,FloorLamp",n3641940,lamp,architectone lamp,"floor lamp,light"
427139e42c842b4fe931b9a85fdc07c,Knife,n4380176,"switchblade,switchblade knife,flick-knife,flick knife",switchblade,knife blade switchblade
427528aa930e859db9df0ee87726d245,"_StanfordSceneDBModels,ToyFigure",,,umbreon,"advanced,boy,color,crystal,cube,dark,ds,game,gold,nintendo,pokemon,silver,umbreon,video,wii"
427670c157cb525235836c728d324152,,n4112987,room,kare       room divider goa  paravent goa,"bedroom,design,kare,lifestyle,living,living room,paravent,raumteiler,room divider,schlafzimmer,trendy,wohnen,wohnzimmer"
428a1592329e43362b151d8b52c53b90,PottedPlant,n17402,"plant,flora,plant life",vase,vase
429db3fa4b553bd4ce847b8f1f169f05,Monitor,,,imac,"imac,razz"
42a03d149cdf71a7c156c6b2b0b4a3b8,CellPhone,,,nokia n,"mobile,nokia,phone"
42a81c2a4a261f1e1bb088904f7cb154,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box",flatscreen tv,"bang and olufsen,flat screen,media,television,tv"
42b4e680766911de11b2bca25802ffa0,,n4386330,table,stationary massage table,massage table spa bed aesthetic stationary tables beds
42baed68d370f609ff643b6971c915c2,"PowerSocket,_StanfordSceneDBModels,_SceneGalleryModels",n4556057,"wall socket,wall plug,electric outlet,electrical outlet,outlet,electric receptacle",double electric wall outlet,"architecture,basic,electrical,realistic,scale"
42c4fa5cbc0cb351296370a8f0baf221,,n3983015,pole,iv bag pole with three iv pumps,"emergency room,hospital,hospital supplies,icu,intensive care unit,iv bag,iv fluid,iv fluid pump,medical,medical center,medical supplies"
42d75602163cd130e7de2b58aabfc2e3,,n3018908,"chest of drawers,chest,bureau,dresser",bureau ikea,bureau desktop ikea
42da8e97c3bd5c0bd380d2f2da6c50cf,,,,jarron porcelana,"jarron,porcelana"
42de1b4244d8e8ba31e06831b84dedd,Refrigerator,,,frigidaire  updated on,"double e,frigidaire,kitchen,obsolete,old,refrigerator,vintage"
42df32ea024077732463600025db2266,Chair,n3005231,chair,hill house chair,"arqpadao,arquitetura,brasil,cadeiras,decoration,design,furniture,house,interior design"
42df67bcad713396e9750bcb34c78caa,"Table,AccentTable",n4386330,table,table secr eacute taire,"furniture,leg,louis xv,marqueterie,menuiserie,meuble,pied,sketchucation,table,woodworking"
42e04bea569f4873dd5cf959690bb73f,"Lamp,CeilingLamp",n3008889,"chandelier,pendant,pendent",brass pan lighting fixture  slightly improved,"antique,brass,ceiling,double e,fixture,light,lighting,old,pan,vintage"
42e67c363f16d0e0f648b8701583b123,,n3922150,"perfume,essence",perfume,*
42eca48d3d77f69fd1b60ecd8be23ba6,Dog,n2086723,"dog,domestic dog,Canis familiaris",dog,"dog,sahil,sahil zutshi"
42ece945238a9f7a8877c667ba5c2021,Thumbtack,n4438879,"thumbtack,drawing pin,pushpin",my thumbtack,"tack,thumb"
42f5969282920871900fec5e14cd0f23,_StanfordSceneDBModels,n2924413,"bunsen burner,bunsen,etna",bunsen burner,*
42f7c24ec018fd516a88b543fdc776,,n4047719,"air conditioner,A/C,air-conditioner",acme window or wall air conditioner,"btu,cooling"
42f923455a78ddac4c0a96bcf8072e44,"Bed,QueenBed",n2821967,bed,ambi s bed,bed
42fbd782557fc2a4a59beaee0a0099fc,"Computer,Laptop",,,asus eeepc,"asus,computer,eeepc,netbook"
42fc31544bbe70d486c8c5cceb64b114,Sword,n4380981,"sword,blade,brand,steel",sword,"ben,better sword,broad sword,good sword,long sword,short sword,sword"
42fd3b4b5b02b281fa0c3810121bd32a,,n3766206,microscope,boom sterio microscope,"biocular microscope,boom microscope,microscope"
43018548faada54a6de2d7c3d074cb2b,,,,transformers logo,"autobot,logo,transformers"
4307657b2731fd392c37553db37ec752,"Couch,Loveseat",n4263630,"sofa,couch,lounge",small sofa   loveseat   green,"comfort,couch,furniture,loveseat,seats,sofa"
4322e0ac9d897177f7df9f2cbbf98673,"_StanfordSceneDBModels,CellPhone,_AttributesTrain",,,nokia       pink,don ocasion
432a5dc7998c61556ab1a912a88dca35,Bed,n2821967,bed,bed tree,"arbol,bed,cama,decoracion,decoration,descanso,madera,naturaleza,nature,peasant,rest,rubicundo,rustico,tree,wood"
43331224b618033f2cba66dc6aeabcd4,Desk,n3184367,desk,computer desk,"plans,woodwork"
433c55dc486ff83398b2240479533a01,"Lamp,DeskLamp",n3641940,lamp,desk lamp  lampa birou,"desk lamp,lamp,lampa birou"
433d396751635b514b37558438b67a8c,"ChestOfDrawers,Dresser",n3018908,"chest of drawers,chest,bureau,dresser",dresser changing table,"changing table,dresser,nursery,oeuf"
433f22060f8e1b8c437b9fbff5a8f83,,n3733622,mat,yoga mats,"marquette,mat,mukta,yoga,yoga mat,yoga studio"
43445c2be49cd9611e344dee9caf75d7,"ChestOfDrawers,_StanfordSceneDBModels",n3018908,"chest of drawers,chest,bureau,dresser",chest,"chest,game,middle age"
4353aa4950c32e12f1783a44a88d6274,Chair,n3005231,chair,lolling chair,"chair,furniture,lounge seating,moser,thos"
43569dc880494256b40f0ac0fb9a650d,"Chair,OfficeChair",n3005231,chair,furniture  ndash  office chair  ndash         ndash  color,"chair,office"
435f39e98d2260f0d6e21b8525c3f8bb,"Xbox360,VideoGameConsole",,,xbox,"game,games,play game,play games,video,xbox"
4361d71e2fb5206b3db3d3acce75295,"DrinkingUtensil,Cup",n3152175,cup,tea cup,"cup,rmdesign,tea,zahari"
4363eb3e65ada91ae3f7a74e12a274ef,"Chair,OfficeChair,_Attributes",n3005231,chair,office chair,*
43656f715bb28776bff15b656f256f05,"Couch,_StanfordSceneDBModels,_AttributesTrain",n4263630,"sofa,couch,lounge",sofa,sofa
436c74caa92dcf123c81d9b042c20aa4,_StanfordSceneDBModels,n4082075,"remote control,remote",big universal tv only remote,"buttons,channel surfing,remote,television,tv,tv only,universal"
436e1ae9112384fbf4cc5d95933e54b,"_StanfordSceneDBModels,Pan",n3405146,"frying pan,frypan,skillet",large frying pan,"cast,frying,iron,pan,pot,stove,wok"
43762b28fb40088f724d867867ccd9fb,SoapBottle,n4260547,soap,ivory dish soap,"bottle,cleaning,dishes,kitchen,soap"
437678d4bc6be981c8724d5673a063a6,"Bottle,WineBottle",n4599016,wine bottle,wine bottle     ml   option,"bor,botella,bottiglia,bouteille,red,red wine,rouge,tinto,vin,vino,wine bottle"
4379bb99731e186e1b7240bec20d2c91,"ChestOfDrawers,Dresser",n3018908,"chest of drawers,chest,bureau,dresser",dresser,"bedroom,building,door,dresser,eli,elkboy,etc,home,house,misc,room"
437d1c161da1b9fc57e4c0b864012bb5,Monitor,n3787723,"monitor,monitoring device",hp    flat screen monitor,*
4382a7a2860ff8dda67210eeab485ee6,"Bookcase,5Shelves",n2874241,bookcase,bookcase,"book,bookcase,books,cover,fun,furniture,modern,page,read,reading,recreation,storage,stylish,wood"
4388234f53b7cc3152d20b0485dfabc1,,n2690680,"airdock,hangar,repair shed",military hangar,"army,euzeul,hangar,military"
43890c1681acdb96192cb9598e6d5392,PottedPlant,n17402,"plant,flora,plant life",potted plant,potted plant fern bush foliage furniture
438f64dd9ff80bfddd5efa4c0e7932e,Piano,n3934354,"piano,pianoforte,forte-piano",piano de pared,"decoration,instrumento muscal,interior,muscal instrument,music,piano,piano de pared,piano of wall,rubicundo"
439243066e540c3d0fa259bdd5718b8,,n1320872,head,logo machine head,logo machine head jonhead design rock metal usa french and end
439347b4b7e3869e89d5f9dcf935055f,_StanfordSceneDBModels,,,pinceles en un vaso,"acuarela,arte,artist brushes,bellas artes,brush,glass,pinceles,pintura,vaso"
43a5c763471ccf1fbced73c51e99f8b2,Candle,n2951508,"candle,taper,wax light",single candleholder with candle,"candle holder,tapered candle"
43a79ef3ba97e34c273d0d46c49e9e78,"DraftingTable,Desk",n3236071,"drafting table,drawing table",drafting table,"desk,drafting,furniture,table"
43a92245bea587127fd742a604e5a960,,n5251582,plaque,plaque,*
43ad8a896dd1b8208419437826f3160b,ChestOfDrawers,n3018908,"chest of drawers,chest,bureau,dresser",chest,"bedroom,chest,furniture"
43b4549b62640b63bafbdb268d25212b,,n3341404,"figurine,statuette",homme,*
43bb6602a8551e23d6b26a54acf00f3c,,n10182584,"head,chief,top dog",lego master chief  upgraded,"halo,lego"
43bcea066d246875d3cce5e618a132d2,"Bucket,_Attributes",n2913195,"bucket,pail",bucket,*
43c2d65000358d096a0bba4d9f766f91,"Lamp,FloorLamp",n3641940,lamp,free form floor lamp,"architecture,details,floor,interior,lamp,light,lighting,modern,paper"
43c60599fea83e6a66a8226b10368f67,,n4386330,table,ryobi bt     combination tablesaw router table,"combination tool,router table,tablesaw"
43d9f70037dbbf69dc89a28b5e6678e0,Chair,n3005231,chair,stool,"chair,funiture,table"
43e19fdb12e74c27d77055f14f845370,Plant,n12288763,"oak,oak tree",oak tree,"central,cz,czech,dub,europian,evropa,models,modely,oak,pavel,quercus,republika,strom,tree,vanicek"
43e3da7acd808efe95235f96cfddf39f,Desk,n3184367,desk,ikea tovik corner desk,"corner desk,desk,furniture,household,ikea"
43e6737af92f63acc8ab9067fbd9681d,"Chair,AccentChair",n3005231,chair,chair,chair
43ec91e3f9c8848c80beef32989511fb,,n15077122,spray,spray,*
43f061325e4b8d5d1ea1f8e76c828466,,n4410773,"telescope,scope",wentz scope,"exhibit,microscope,museum,scope,wentz"
43f4043ba0c45e437a57b221bc4f7672,"Books,_StanfordSceneDBModels,_SceneGalleryModels",n6422547,book,books,"assessories,books,furniture,shelf"
440944379f81b137b690565e3b8621e9,,n3530634,holder,lobby display holder with acrylic sign holder,"display,display de poste sencillo,display holder,lg electronics,lge,lgemm,metal frame display,single pole,single pole lobby display"
440e3ad55b603cb1b071d266df0a3bf5,Couch,n4263630,"sofa,couch,lounge",couch,"couch,tanner designs,tanner wegrowski,wegrowski"
441147635466c8915d3e0633defdae7d,,n3530634,holder,wscdt       e,*
441635731056b4556835d88942fb9552,,n3914833,pencil sharpener,pencil sharpener,*
4417f06a1a1d213f4b6cec3185574478,"FoodItem,Bowl",n3898588,"part,portion",fruity cheerios,"cereal,cheerios,fruit flavors,fruity,tasty,yummy"
4419570a1b690e2c58d168f6d3d158e9,,n2785801,"ballpark,park",kenny south park,"alien,android,animation,ausserirdische,body,cartman,comic,comics,comix,cyclope,dragon,fantasie,fantasy,head,park,part,parts,phantasie,phantasy,pixar,raumschiff,robot,roboter,ship,shrek,smurf,smurfs,south,star,starship,werewolf,werwolf,zyklop"
441cbeb535871b95a03193883145ea67,Bench,n2832068,bench,plexus   seat bench,"armsbackless,bench,courtyard,embedded,exterior,furniture,intermediate and end arms,landscape,landscape architecture,landscape forms,landscapeforms,metal,outdoor,park,patio,plexus,seat,seating,site,site furniture,street,wood"
44252b3d3f55d2066edf4781c164a551,,,,vaso,by gps
4427288efd94741461bfbba8a5defb02,,n4467008,"towel rack,towel horse",towel rack   freestanding,"bath,bathroom,metal,modern,rack,sink,toilet,towel,towel rack,wood"
4430eadd4932343f55eb5c3327db4429,,n3431044,"gas tank,gasoline tank,petrol tank",gas tank  type     statoil fuel amp retail  riga  latvia,"fuel,gas,latvia,retail,riga,statoil,tank,type"
44316e91d4926a73fe9c9da4b1c78d03,"WallClock,Clock",n4555566,wall clock,funky clock,"clock,contemporary,funky,modern,red"
44326970059930a7d9651cd1d591d64d,"MediaStorage,WallUnit",n3295564,entertainment center,entertainment center,"entertainment center,furniture,home furniture"
44335bd42d45714113b545a1b395c76f,Shirt,n3600807,"jersey,T-shirt,tee shirt",t mobile t shirt,"bbl,big brand lab,bigbrandlab,branding,merchandising,t mobile,t shirt"
44370c85d921f7a37c4f08157f92c1a0,"LightSwitch,_StanfordSceneDBModels",n4379457,"switch,electric switch,electrical switch",light switch,*
443825ad356a41384cb30fc798a4d976,,n10000895,Crusader,crusader gunship,"ship,space,spaceship,star wars,starships,suk munky"
4438eb51cf64c0bffa968b63b8c12baa,Sink,n4230655,sink,bathroom sink and vanity,"bathroom,sink,vanity"
4439d50e33ae216a8a96acd3c2372edf,,n3433387,gateway,ip gateway,"cable modem,comcast,ip gateway"
44451873dc7f7aeeabbb228a4b8fe979,"Chair,ChairWithOttoman",n3005231,chair,kuffman office chair,"chair,frank l  wright,kuffman,livingroom,office,office chair,seat,wright"
4446234d12158c42b161f36d4e309050,"Chair,_AttributesTrain",n3005231,chair,lc  le corbusier petite chair in leather,"bauhaus,bed,brass,chair,chairs,chaise lounge,darrell smith,daybed,furniture,modern,quilt,rug,sofa,table,texture,textures"
444e269649312fa20005c20ac894a3b,Knife,n3628765,knife,fighting knife,"combat,fighting,hand,handheld,held,knife,knifes,military,sharp,weapon"
4456f0b9a63267d33c3fc3b55bfcbcb9,TrashBin,n2750182,"ashcan,trash can,garbage can,wastebin,ash bin,ash-bin,ashbin,dustbin,trash barrel,trash bin",trash can with domed top,"can,metal,trash,waste"
445e18f9f2e42da4e911be944cb8c454,,n2887691,"box,box seat",post box,"box,letter,mail,portugal,post,street"
445f26ebab09006782b108f8f7d0670d,"_StanfordSceneDBModels,DrinkingUtensil,WineGlass",n3443167,"glass,drinking glass",wine glass,"dishes,glass,wine"
4460f9aeaaca40b7d8567f2d9ac4ae37,"_StanfordSceneDBModels,PaperClip",n3892459,"paper clip,paperclip,gem clip",paper clip,"clip,convenience store,desktop,desktop tool,kmart,object,ordinary,paper clip,sprawlmart,typical,walmart,yosofun"
4461bc94fa290df623cc5830459cc4a2,"Lamp,CeilingLamp",n3641940,lamp,ceiling lamp,"ceiling,design,lamp,lampadina,lampadine,lampe,lampes,lamps,light,lights,lustre,lustres,moboille,modern,moderne,new,nouveau,ombre,plafond,shadow"
4461cefc8b8a9e9aa059add2b2df9569,,n3922150,"perfume,essence",kenzo perfume,"bottle,box,cosmetic,makeup,perfume"
4464267e9e060c27950c987e553c9e16,PottedPlant,,,fern boston potted,"boston fern,fern,houseplant,potted boston fern"
4466d54a6ddaecaecf1e1aacf796d371,ArcadeMachine,n7666058,game,punch out   arcade game,
44708e57c3c0140f9cf1b86170c5d320,Couch,n4263630,"sofa,couch,lounge",seat sofa with cup holder   mpo art,"mpoart,sofa"
4488f9566f904725873274fc0f232074,_StanfordSceneDBModels,n4125870,"rule,ruler",tape ruler,"tape ruler,tool,tools"
448b08ab48d328014316d3320fdfa899,,,,kip,*
449b341afcca6e2776d20e73c57c9a03,"Faucet,Showerhead",n4216450,showerhead,virage ceiling mount raincan showerhead with h okinetic technology by brizo         pc,"brilliance brushed bronze,brilliance polished nickel,brizo,brizo faucet,brushed nickel,ceiling mount,chrome,igloo,igloo studios,product connect,raincan showerhead,tub shower,venetian bronze,virage"
449e9304a455598ee7e684d25d4dcaf0,"Lamp,TableLamp",n3641940,lamp,lamp,*
44a061adafadd8f1c52f71eb5231e856,"Computer,Desktop",n3184677,desktop computer,dell inspiron,"computer,cpu,dell,inspiron"
44a45261946097233c3232c16536093d,"Lamp,DeskLamp",n3641940,lamp,desk lamp,*
44c28fad3a3727cdff8fc737e3ddc004,_StanfordSceneDBModels,n3152175,cup,english fa cup trophy,"english,fa cup,football,soccer,tom delany,trophy"
44c9cd53eac1e3e5f4de9915d56c5ccc,,n2887691,"box,box seat",sfr neuf box,"adsl,box,modem,neuf,sfr"
44cd0ca3b96ea62c1759e141360faf0d,"Lamp,_StanfordSceneDBModels,DeskLamp",n3641940,lamp,lava lamp,"for,lamp,lava,life,render,still"
44d0285ce88f2fc75630f88a70f71a06,USBStick,n3750331,"memory device,storage device",pen drive,pendrive
44d09d6c745aae75d8eae9bce48bbeed,,n4197095,shelf,corner shelf,"hegner,oak,ornament,scroll saw,shelf,wood"
44d1dac026839e25f690049a092c5efc,"Lamp,FloorLamp",n3371905,floor lamp,large floor lamp,"big,design,floor,floorlamp,grande,lamp,lampadaire,lampadaires,lampe,lampes,lamps,large,moboille,modern,moderne,new,nouveau,ombre,shadow,sol"
44d59bd4d47cc0b5393bed78581eaddd,,n4197095,shelf,shelf,"furniture,shelf"
44d7b5d87c26896944608b3255ca1886,"_StanfordSceneDBModels,_SceneGalleryModels,CellPhone",n2995984,"cellular telephone,cellular phone,cellphone,cell,mobile phone",samsung instict,"a t and t,alltel,alltell,altell,beeline,button,card,cell,company,graph,instinct,iphone,less,megafon,megaphone,minutes,phone,photo,photograph,photoreal,real,samsung,screen,sensor,service,sim,speak,sprint,t mobile,talk,touch,tower,verizon,wire"
44d8e0530a3bbb11fe83da942ecb8647,_StanfordSceneDBModels,n3519595,"hemostat,haemostat",hemostat,"forceps,hemostats,medicine,surgery"
44da124b30e7c1a353d040168a517ac7,,n3204331,diner,diner salt  amp  pepper shakers,"condements,pepper,salt,seasoning,shakers,spices"
44dd2ee7f1f9541bd84b8ba651dfb8ac,_StanfordSceneDBModels,n3914833,pencil sharpener,pencil sharpener,"battery powered,electric,fine point,pen,pencil,point,sharp,sharpen,sharpener"
44e96b3ccbfc0620bcf87cf50cf0a3e4,"ToiletPaper,_StanfordSceneDBModels",n15099708,"toilet tissue,toilet paper,bathroom tissue",toilet paper,"accessories,interior,paper,toilet"
44f45865d31c950cad76113310d9847e,,n4500800,"tube,tubing",poster tube with rolled paper,"cardboard,paper,postage,poster,roll,tube"
4502bbd24057ac99c2ca1dbfbac7f449,"Hammer,_Attributes",n3486255,hammer,hammer,*
4503034a227be553363b0d1ba5c479df,"MediaStorage,WallUnit",n3295564,entertainment center,entertainment center,center part
450ef6f993de351ef3a54fdb52b446ad,Candle,n3530634,holder,candle stick holder,*
450fd49e69534ee6d5032aaea433efa4,Bench,n2832068,bench,plexus   seat bench,"armsbackless,bench,courtyard,exterior,freestanding,furniture,landscape,landscape architecture,landscape forms,landscapeforms,metal,no arms,outdoor,park,patio,plexus,seat,seating,site,site furniture,street,wood"
451ed0f25dc8b575473f10e6caaeca56,"Stool,Barstool",,,isep wooden barstool,"barstool,furniture,isap,wooden"
4521175b100d29d539a4971adc53c51d,Ipod,,,ipod tb  beta,"apple,computers,ipod,jobs,macs,steve,tb,terabyte"
45406c697e4fcbced742faccfe08d94c,"TV,_AttributesTrain",n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box",flatscreen television,"crt,flatscreen,rca,television,tv"
4555afefbcd8c1088f217d4aca5abdac,,,,phantom fighter bomber,*
45567ef8c5ab5f1cdae813299f869e9c,Monitor,n3787723,"monitor,monitoring device",ecran d     ordinateur monitor,"ecran,monitor,ordinateur"
45587567f6f4d20cf004563556ddb36,Table,n4386330,table,kare       console country house  konsole country house,"akazie,console,design,holz,interior,kare,kare design,konsole,stylish,trendy,wood"
45628e5fceff8eda39f3410d5f76299b,CerealBox,n3001610,cereal box,cocoa cereal,"blue,brown,cereal,chocolate,chocolatey,cocoa,color,colorful,coloring,colors,crap,disgusting,feces,food,froot,fructose,fruit,fruity,glucose,gross,indigo,loop,loops,nasty,orange,overload,overloaded,paint,pretty,purple,rainbow,red,sick,sucrose,sugar,violet,vlad,vladik"
456bcbe0a4626aba3573de113ef071e6,,n2314531,bot,bot,"androide,bot,future,futuro,juguete,machine,maquina,motor,robot,rubicundo,toy"
4570f175711c193cc01557b97c8aeedb,Camera,n4576349,webcam,webcam,galegoabc
457128f24d2525aa347948e7d388d2d5,FoodItem,n7630109,"ice cream,icecream",triple scoop ice cream,"chocolate,ice cream,strawberry,triple scoop ice cream,vanilla,waffle effect"
4573e23c40e3955d62b6045a2d1772,,n3914833,pencil sharpener,pencil sharpener,*
457fa06ac9ff68c5fa5de079ab525f33,_StanfordSceneDBModels,n4261230,soap dispenser,soap dispenser,"sapone,savon,soap,verdeler,zeep"
4582262ce8084cc135836c728d324152,Chair,n2741540,armchair,kare       armchair cubic  black  armlehnstuhl cubic schwarz,"armchair,armstuhl,cafe,design,dining room,esszimmer,kare,lifestyle,living,restaurant,speisen,trendy,wohnen"
4583a6e18508dc5f54ce4c7044f859dd,Gun,,,fn scar l,"army,assault,battle,call,dot,duty,field,fn,gun,modern,of,red,rifle,scar,sight,sof,tasco,us,warfare,weapon,weaponry"
458d5fa2832c3ae8863511fc6ea1fa7c,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box",flatscreen,tv
459e3b2a608b3b1ad6aa7c842b215141,,n2887691,"box,box seat",wrapping paper box,"box,challenge,christmas,gift,holidays,open,paper,presents,wrapping"
459e81b89a4b2fd7f29c5890b07f3a65,"Book,_StanfordSceneDBModels,_SceneGalleryModels",n6422547,book,book,"book,lyall,paperback,randell,sofix"
45a4d128553abb329bf8498db368caef,Monitor,n3787723,"monitor,monitoring device",samsung syncmaster    mw    widescreen lcd monitor,"lcd,monitor,pc,samsung,syncmaster"
45bce2c98fa1aaafe3f7a74e12a274ef,PottedPlant,,,vaso,*
45be49f893ced3dcce95d4f87db23638,Desk,n3184367,desk,office furniture,*
45d6710a1685b5d0c6237a67905688bf,,n3530634,holder,napkin holder,"dinning,holder,kitchen,napkin"
45d80de406c4878b59c0d8b17a41b6f3,"PottedPlant,_EvalSetNoScenesNoPrior",n17402,"plant,flora,plant life",metal potted plant,sonic metal plant
45e56ecb682e57c743ce6f2b9f58a507,,n9339360,island,jones kitchen island,"island,kitchen island,pease design"
45e888388c36cace7c6ab6f4a65805ac,"Books,_StanfordSceneDBModels,_SceneGalleryModels",n6422547,book,books,"books,botcan,shelve"
45ecd245d4558d8c6ac904afa1a06d6d,,n3646302,lantern,sennyuji style japanese lantern,"japanese,japanese garden,lantern,sennyuji"
45f56ad8c0f4059323166544c0deb60f,Purse,n2777157,"bag,handbag,pocketbook,purse",bag,"accesories,bag,clutch,fashion,purse,tendy"
46000d9cdbab4aa8c8757e7eb90e558a,Desk,n3184367,desk,desk caddy,*
460262089f1c2e3b34b7d20abea29d6b,,n4016177,projector,surroundvision z    projector,*
4605d0536cc22c491ea1f8e76c828466,,n3913116,pen,bank pen,"ball,bank,chain,pen"
4607d1ef339276b71fcc6cd2b8a40871,_StanfordSceneDBModels,n3938003,picture frame,heart shaped picture frame,"frame,heart,heart shaped,picture frame,wooden frame"
460a7d1605b80bcb613fe883ec99cc8e,FoodItem,n3782816,"model,simulation",my    th model,"achievment,birthday,cake,candle,celebration,chocolate,conquer,dictatorship,empire,frosting,korea,model,my,north,triumph,yum"
460cf3a75d8467d1bb579d1d8d989550,"_GeoAutotagEvalSet,Airplane",,,boeing,"airbus,boeing,funny,iphone,small"
460feae557ede090741e0ccc77f26dc0,Ipod,n4541422,"video recording,video",ipod video,"apple,gb,inc,ipod,ipod nano,ipod shuffle,ipod video,mb,music,musica,nano,video"
461664fa3a9ad7a18ee45bd8e008284e,"DrinkingUtensil,WineGlass",n3443167,"glass,drinking glass",glass,glass
46187b0273450a8826a62c9cd09c9b29,LightSwitch,n4379457,"switch,electric switch,electrical switch",china single light switch,electrical light switch
4618d2a74e83e471cd6c695b8c795149,"Computer,Laptop",n3648120,"laptop,laptop computer",macbook air,"air,apple,imac,ipod,jobs,mac,macbook,macintosh,macworld,steve"
4627681e2a24a54ce6d580bdf97c264,Ottoman,n3863938,"ottoman,pouf,pouffe,puff,hassock",ottoman,"bedroom,chair,furniture,home,house,interior,leather,living room,ottoman"
4628c40285d6b451605f8bb5e3f9a647,PottedPlant,,,vaso planta interna,"indoor,plant,planta,vase,vaso"
462ba756d3337b475f16c469ffeb982e,Monitor,n3787723,"monitor,monitoring device",mac monitor,"apple,cabrera,computer,gabriel,mac,monitor"
462c5f227acc0d9d99967cd57c55b524,,n3660621,"Lego,Lego set",figurine lego,*
462eed7395ecad9e3f7a74e12a274ef,Couch,n4263630,"sofa,couch,lounge",armchair,*
46316a19b5dbf2ecba9928d2c4030228,,n4525118,"vacuum,vacuum cleaner",miele vacuum blue,"canister,hoover,miele,sweeper,vacuum"
46317b104a2ff39298d5fc0473d00a1c,Chair,n2741540,armchair,kare       armchair oxford silver deluxe  sessel oxford silver deluxe,"armchair,design,glamour,kare,lifestyle,living,sessel,trendy,wohnen"
46320beb087955da408e862e5daf1757,"StandingClock,Clock",n3050242,clock,modern clock,"clock,timepiece"
46370d4f2653562b798e8a63b7b4edd2,"DrinkingUtensil,Cup",n3152175,cup,tea cup,"cup,india,kitchan,om,pot,tea"
4637246935990f90e858db1dc3499392,"Purse,_AttributesTrain",n2777157,"bag,handbag,pocketbook,purse",louis vuitton suitcase,"handbag,louis vuitton"
464c7625132fb55ccf1e126a3b72e080,Curtain,n3155743,"curtain,drape,drapery,mantle,pall",curtain,"curtain,curtains,design,inde,india,moboille,modern,moderne,new,nouveau,ombre,ride,rideau,rideaux,shadow"
464d2710ea12cd1aebbc4ef8fbfe5a09,"PottedPlant,_StanfordSceneDBModels",n17402,"plant,flora,plant life",hanging basket plant,"centipede tongavine,decorative,devils ivy,epipremnum aureum,hanging plant,marble queen,silver vine,solomon islands ivy"
464da0c0df4ed3c0dfdc04b8b8434e84,,n2936496,cabinet,jb systems psx   top speaker cabinet  passive,"jb systems,passive,professional audio,psx,speaker,terralec,top"
